ensembl_id	uniprotkb_id	gene_names	is_known_drug_tgt	is_disease_associated
ENSP00000299575	O43313	KIAA0431	False	True
ENSP00000299575	O43313	ZNF822	False	True
ENSP00000299578	Q6P387	C16orf46	False	True
ENSP00000299601	Q8WVC0	LEO1	False	True
ENSP00000299601	Q8WVC0	RDL	False	True
ENSP00000299608	Q96JJ7	TMX3	False	True
ENSP00000299608	Q96JJ7	KIAA1830	False	True
ENSP00000299608	Q96JJ7	TXNDC10	False	True
ENSP00000299626	Q9BVK2	ALG8	False	True
ENSP00000299626	Q9BVK2	HUSSY-02	False	True
ENSP00000299633	Q9Y3E1	HDGFL3	False	True
ENSP00000299633	Q9Y3E1	HDGF2	False	True
ENSP00000299633	Q9Y3E1	HDGFRP3	False	True
ENSP00000299633	Q9Y3E1	CGI-142	False	True
ENSP00000299638	P0CAP2	POLR2M	False	True
ENSP00000299638	P0CAP2	GRINL1A	False	True
ENSP00000299642	O75596	CLEC3A	False	True
ENSP00000299642	O75596	CLECSF1	False	True
ENSP00000299642	O75596	UNQ700/PRO1345	False	True
ENSP00000299663	Q9ULY5	CLEC4E	True	True
ENSP00000299663	Q9ULY5	CLECSF9	True	True
ENSP00000299663	Q9ULY5	MINCLE	True	True
ENSP00000299663	Q9ULY5	UNQ218/PRO244	True	True
ENSP00000299665	Q8WXI8	CLEC4D	False	True
ENSP00000299665	Q8WXI8	CLECSF8	False	True
ENSP00000299665	Q8WXI8	MCL	False	True
ENSP00000299687	Q9C0G0	ZNF407	False	True
ENSP00000299687	Q9C0G0	KIAA1703	False	True
ENSP00000299697	O00142	TK2	True	True
ENSP00000299698	A8K2U0	A2ML1	False	True
ENSP00000299698	A8K2U0	CPAMD9	False	True
ENSP00000299705	Q9Y3Q3	TMED3	False	True
ENSP00000299705	Q9Y3Q3	C15orf22	False	True
ENSP00000299705	Q9Y3Q3	UNQ5357/PRO1078	False	True
ENSP00000299709	A6NNN8	SLC38A8	False	True
ENSP00000299721	Q7Z7G2	CPLX4	False	False
ENSP00000299727	P47211	GALR1	False	True
ENSP00000299727	P47211	GALNR	False	True
ENSP00000299727	P47211	GALNR1	False	True
ENSP00000299732	F8VZV9	IQCD	False	False
ENSP00000299736	Q7Z7K6	CENPV	False	True
ENSP00000299736	Q7Z7K6	PRR6	False	True
ENSP00000299752	O75309	CDH16	False	True
ENSP00000299752	O75309	UNQ695/PRO1340	False	True
ENSP00000299759	P55042	RRAD	False	True
ENSP00000299759	P55042	RAD	False	True
ENSP00000299766	P32245	MC4R	True	True
ENSP00000299767	P14625	HSP90B1	True	True
ENSP00000299767	P14625	GRP94	True	True
ENSP00000299767	P14625	TRA1	True	True
ENSP00000299798	Q14940	SLC9A5	False	True
ENSP00000299798	Q14940	NHE5	False	True
ENSP00000299821	Q6IBW4	NCAPH2	False	True
ENSP00000299821	Q6IBW4	CAPH2	False	True
ENSP00000299824	Q96T49	PPP1R16B	False	True
ENSP00000299824	Q96T49	ANKRD4	False	True
ENSP00000299824	Q96T49	KIAA0823	False	True
ENSP00000299847	Q494W8	CHRFAM7A	False	True
ENSP00000299853	Q9NVU0	POLR3E	False	True
ENSP00000299853	Q9NVU0	KIAA1452	False	True
ENSP00000299855	P08254	MMP3	True	True
ENSP00000299855	P08254	STMY1	True	True
ENSP00000299866	A6NH52	TVP23A	False	True
ENSP00000299866	A6NH52	FAM18A	False	True
ENSP00000299871	A0A0A0MTK1	ZNF211	False	False
ENSP00000299882	Q9H3S3	TMPRSS5	False	True
ENSP00000299886	Q8WTW3	COG1	False	True
ENSP00000299886	Q8WTW3	KIAA1381	False	True
ENSP00000299886	Q8WTW3	LDLB	False	True
ENSP00000299952	J3KSM2	MARVELD3	False	False
ENSP00000299957	Q6P4E1	GOLM2	False	True
ENSP00000299957	Q6P4E1	CASC4	False	True
ENSP00000299957	Q6P4E1	UNQ2573/PRO6308	False	True
ENSP00000299977	Q08AF3	SLFN5	False	True
ENSP00000300006	Q96MC5	BMERB1	False	True
ENSP00000300006	Q96MC5	C16orf45	False	True
ENSP00000300026	P23284	PPIB	True	True
ENSP00000300026	P23284	CYPB	True	True
ENSP00000300030	Q9H5X1	CIAO2A	False	True
ENSP00000300030	Q9H5X1	CIA2A	False	True
ENSP00000300030	Q9H5X1	FAM96A	False	True
ENSP00000300035	Q15004	PCLAF	False	True
ENSP00000300035	Q15004	KIAA0101	False	True
ENSP00000300035	Q15004	NS5ATP9	False	True
ENSP00000300035	Q15004	PAF	False	True
ENSP00000300035	Q15004	L5	False	True
ENSP00000300051	Q86WU2	LDHD	False	True
ENSP00000300055	O60240	PLIN1	False	True
ENSP00000300055	O60240	PERI	False	True
ENSP00000300055	O60240	PLIN	False	True
ENSP00000300056	O75192	PEX11A	False	True
ENSP00000300056	O75192	PEX11	False	True
ENSP00000300057	Q9BRJ9	MESP1	False	True
ENSP00000300057	Q9BRJ9	BHLHC5	False	True
ENSP00000300060	P15144	ANPEP	True	True
ENSP00000300060	P15144	APN	True	True
ENSP00000300060	P15144	CD13	True	True
ENSP00000300060	P15144	PEPN	True	True
ENSP00000300061	P51170	SCNN1G	True	True
ENSP00000300069	Q6ZRY4	RBPMS2	False	True
ENSP00000300079	Q969I3	GLYATL1	True	True
ENSP00000300079	Q969I3	GNAT	True	True
ENSP00000300086	Q9NYB0	TERF2IP	False	True
ENSP00000300086	Q9NYB0	DRIP5	False	True
ENSP00000300086	Q9NYB0	RAP1	False	True
ENSP00000300086	Q9NYB0	PP8000	False	True
ENSP00000300087	Q9BTE1	DCTN5	False	True
ENSP00000300093	P53350	PLK1	True	True
ENSP00000300093	P53350	PLK	True	True
ENSP00000300098	O15218	GPR182	False	True
ENSP00000300098	O15218	ADMR	False	True
ENSP00000300101	O15060	ZBTB39	False	True
ENSP00000300101	O15060	KIAA0352	False	True
ENSP00000300105	Q9Y698	CACNG2	True	True
ENSP00000300107	O76031	CLPX	False	True
ENSP00000300113	O43745	CHP2	False	True
ENSP00000300113	O43745	HCA520	False	True
ENSP00000300127	Q8NGJ1	OR4D6	False	True
ENSP00000300128	O14524	NEMP1	False	True
ENSP00000300128	O14524	KIAA0286	False	True
ENSP00000300128	O14524	TMEM194	False	True
ENSP00000300128	O14524	TMEM194A	False	True
ENSP00000300131	Q15742	NAB2	False	True
ENSP00000300131	Q15742	MADER	False	True
ENSP00000300134	P42226	STAT6	False	True
ENSP00000300145	Q9Y6H3	ATP23	False	True
ENSP00000300145	Q9Y6H3	KUB3	False	True
ENSP00000300145	Q9Y6H3	XRCC6BP1	False	True
ENSP00000300146	Q86TB9	PATL1	False	False
ENSP00000300146	Q86TB9	OK/KNS-cl.5	False	False
ENSP00000300151	Q9NX20	MRPL16	False	True
ENSP00000300151	Q9NX20	PNAS-111	False	True
ENSP00000300175	P05408	SCG5	False	True
ENSP00000300175	P05408	SGNE1	False	True
ENSP00000300176	O95081	AGFG2	False	True
ENSP00000300176	O95081	HRBL	False	True
ENSP00000300176	O95081	RABR	False	True
ENSP00000300179	Q6ZVC0	NYAP1	False	True
ENSP00000300179	Q6ZVC0	C7orf51	False	True
ENSP00000300181	Q9Y3Q8	SPACDR	False	True
ENSP00000300181	Q9Y3Q8	TSC22D4	False	True
ENSP00000300181	Q9Y3Q8	THG1	False	True
ENSP00000300181	Q9Y3Q8	THG1-PIT	False	True
ENSP00000300182	Q96DS6	MS4A6E	False	True
ENSP00000300184	Q9GZW8	MS4A7	False	True
ENSP00000300184	Q9GZW8	4SPAN2	False	True
ENSP00000300184	Q9GZW8	CD20L4	False	True
ENSP00000300184	Q9GZW8	CFFM4	False	True
ENSP00000300190	Q9H3V2	MS4A5	False	True
ENSP00000300190	Q9H3V2	CD20L2	False	True
ENSP00000300190	Q9H3V2	TETM4	False	True
ENSP00000300209	Q96AZ1	EEF1AKMT3	False	True
ENSP00000300209	Q96AZ1	FAM119B	False	True
ENSP00000300209	Q96AZ1	HCA557A	False	True
ENSP00000300209	Q96AZ1	METTL21B	False	True
ENSP00000300213	O95273	CCNDBP1	False	True
ENSP00000300213	O95273	DIP1	False	True
ENSP00000300213	O95273	GCIP	False	True
ENSP00000300213	O95273	HHM	False	True
ENSP00000300215	P16452	EPB42	False	True
ENSP00000300215	P16452	E42P	False	True
ENSP00000300226	Q9BY19	MS4A8	False	True
ENSP00000300226	Q9BY19	4SPAN4	False	True
ENSP00000300226	Q9BY19	MS4A8B	False	True
ENSP00000300231	P78559	MAP1A	True	True
ENSP00000300231	P78559	MAP1L	True	True
ENSP00000300249	Q15555	MAPRE2	False	True
ENSP00000300249	Q15555	RP1	False	True
ENSP00000300255	P58658	EVA1C	False	True
ENSP00000300255	P58658	C21orf63	False	True
ENSP00000300255	P58658	C21orf64	False	True
ENSP00000300255	P58658	FAM176C	False	True
ENSP00000300255	P58658	PRED34	False	True
ENSP00000300255	P58658	UNQ2504/PRO5993	False	True
ENSP00000300258	Q8TDR4	TCP10L	False	True
ENSP00000300258	Q8TDR4	PRED77	False	True
ENSP00000300283	P12532	CKMT1A	True	True
ENSP00000300283	P12532	CKMT1B	True	True
ENSP00000300283	P12532	CKMT	True	True
ENSP00000300289	P30101	PDIA3	True	True
ENSP00000300289	P30101	ERP57	True	True
ENSP00000300289	P30101	ERP60	True	True
ENSP00000300289	P30101	GRP58	True	True
ENSP00000300291	O43809	NUDT21	False	True
ENSP00000300291	O43809	CFIM25	False	True
ENSP00000300291	O43809	CPSF25	False	True
ENSP00000300291	O43809	CPSF5	False	True
ENSP00000300303	Q8N8M0	NAT16	False	False
ENSP00000300303	Q8N8M0	C7orf52	False	False
ENSP00000300305	Q01196	RUNX1	False	True
ENSP00000300305	Q01196	AML1	False	True
ENSP00000300305	Q01196	CBFA2	False	True
ENSP00000300403	Q9ULW0	TPX2	False	True
ENSP00000300403	Q9ULW0	C20orf1	False	True
ENSP00000300403	Q9ULW0	C20orf2	False	True
ENSP00000300403	Q9ULW0	DIL2	False	True
ENSP00000300403	Q9ULW0	HCA519	False	True
ENSP00000300404	Q8NHY0	B4GALNT2	False	True
ENSP00000300404	Q8NHY0	GALGT2	False	True
ENSP00000300413	P62314	SNRPD1	False	True
ENSP00000300433	Q6UXU6	TMEM92	False	True
ENSP00000300433	Q6UXU6	UNQ5801/PRO19608	False	True
ENSP00000300452	Q9Y3A0	COQ4	False	True
ENSP00000300452	Q9Y3A0	CGI-92	False	True
ENSP00000300456	Q6P1M0	SLC27A4	False	True
ENSP00000300456	Q6P1M0	ACSVL4	False	True
ENSP00000300456	Q6P1M0	FATP4	False	True
ENSP00000300504	Q8IYX1	TBC1D21	False	True
ENSP00000300504	Q8IYX1	MGCRABGAP	False	True
ENSP00000300527	P12110	COL6A2	False	True
ENSP00000300557	Q9BU68	PRR15L	False	True
ENSP00000300557	Q9BU68	ATAD4	False	True
ENSP00000300571	Q9NZH0	GPRC5B	False	True
ENSP00000300571	Q9NZH0	RAIG2	False	True
ENSP00000300574	P46108	CRK	False	True
ENSP00000300575	Q96LL3	FIMP	False	True
ENSP00000300575	Q96LL3	C16orf92	False	True
ENSP00000300584	Q9UPU7	TBC1D2B	False	True
ENSP00000300584	Q9UPU7	KIAA1055	False	True
ENSP00000300589	Q9HC29	NOD2	True	True
ENSP00000300589	Q9HC29	CARD15	True	True
ENSP00000300589	Q9HC29	IBD1	True	True
ENSP00000300591	Q8IVV2	LOXHD1	False	True
ENSP00000300605	Q9H0R4	HDHD2	False	True
ENSP00000300619	Q05481	ZNF91	False	True
ENSP00000300648	Q92616	GCN1	False	True
ENSP00000300648	Q92616	GCN1L1	False	True
ENSP00000300648	Q92616	KIAA0219	False	True
ENSP00000300650	Q8ND24	RNF214	False	True
ENSP00000300651	Q15648	MED1	False	True
ENSP00000300651	Q15648	ARC205	False	True
ENSP00000300651	Q15648	CRSP1	False	True
ENSP00000300651	Q15648	CRSP200	False	True
ENSP00000300651	Q15648	DRIP205	False	True
ENSP00000300651	Q15648	DRIP230	False	True
ENSP00000300651	Q15648	PBP	False	True
ENSP00000300651	Q15648	PPARBP	False	True
ENSP00000300651	Q15648	PPARGBP	False	True
ENSP00000300651	Q15648	RB18A	False	True
ENSP00000300651	Q15648	TRAP220	False	True
ENSP00000300651	Q15648	TRIP2	False	True
ENSP00000300658	Q96FM1	PGAP3	False	True
ENSP00000300658	Q96FM1	CAB2	False	True
ENSP00000300658	Q96FM1	PERLD1	False	True
ENSP00000300658	Q96FM1	UNQ546/PRO1100	False	True
ENSP00000300659	Q12968	NFATC3	False	True
ENSP00000300659	Q12968	NFAT4	False	True
ENSP00000300688	O75964	ATP5MG	True	True
ENSP00000300688	O75964	ATP5L	True	True
ENSP00000300692	P04234	CD3D	True	True
ENSP00000300692	P04234	T3D	True	True
ENSP00000300714	Q96N21	TEPSIN	False	True
ENSP00000300714	Q96N21	C17orf56	False	True
ENSP00000300714	Q96N21	ENTHD2	False	True
ENSP00000300738	P23921	RRM1	True	True
ENSP00000300738	P23921	RR1	True	True
ENSP00000300747	Q6AZZ1	TRIM68	False	True
ENSP00000300747	Q6AZZ1	GC109	False	True
ENSP00000300747	Q6AZZ1	RNF137	False	True
ENSP00000300747	Q6AZZ1	SS56	False	True
ENSP00000300773	Q9H339	OR51B5	False	True
ENSP00000300778	Q8NH59	OR51Q1	False	True
ENSP00000300784	Q9H479	FN3K	False	True
ENSP00000300811	Q96B54	ZNF428	False	True
ENSP00000300811	Q96B54	C19orf37	False	True
ENSP00000300850	O15015	ZNF646	False	True
ENSP00000300850	O15015	KIAA0296	False	True
ENSP00000300870	Q14586	ZNF267	False	True
ENSP00000300873	Q9UK08	GNG8	False	True
ENSP00000300873	Q9UK08	GNG9	False	True
ENSP00000300873	Q9UK08	GNGT9	False	True
ENSP00000300896	Q8NFA0	USP32	False	True
ENSP00000300896	Q8NFA0	USP10	False	True
ENSP00000300900	P22748	CA4	True	True
ENSP00000300935	P61006	RAB8A	False	True
ENSP00000300935	P61006	MEL	False	True
ENSP00000300935	P61006	RAB8	False	True
ENSP00000300952	Q504T8	MIDN	False	True
ENSP00000300954	Q6UW60	PCSK4	False	True
ENSP00000300954	Q6UW60	PC4	False	True
ENSP00000300954	Q6UW60	UNQ2757/PRO6496	False	True
ENSP00000300961	Q96MG2	JSRP1	False	True
ENSP00000300961	Q96MG2	JP45	False	True
ENSP00000300976	Q53HC5	KLHL26	False	True
ENSP00000301012	P53602	MVD	False	True
ENSP00000301012	P53602	MPD	False	True
ENSP00000301015	Q92508	PIEZO1	False	True
ENSP00000301015	Q92508	FAM38A	False	True
ENSP00000301015	Q92508	KIAA0233	False	True
ENSP00000301019	Q9H211	CDT1	False	True
ENSP00000301021	Q9UL33	TRAPPC2L	False	True
ENSP00000301021	Q9UL33	HSPC126	False	True
ENSP00000301030	Q6UB99	ANKRD11	False	True
ENSP00000301030	Q6UB99	ANCO1	False	True
ENSP00000301037	Q96LW2	RSKR	False	False
ENSP00000301037	Q96LW2	SGK494	False	False
ENSP00000301039	Q8NCQ7	PROCA1	False	True
ENSP00000301046	P00709	LALBA	False	True
ENSP00000301046	P00709	LYZL7	False	True
ENSP00000301050	P54284	CACNB3	True	True
ENSP00000301050	P54284	CACNLB3	True	True
ENSP00000301057	Q8NBR0	TP53I13	False	True
ENSP00000301057	Q8NBR0	DSCP1	False	True
ENSP00000301061	O00744	WNT10B	False	True
ENSP00000301061	O00744	WNT12	False	True
ENSP00000301067	O14686	KMT2D	False	True
ENSP00000301067	O14686	ALR	False	True
ENSP00000301067	O14686	MLL2	False	True
ENSP00000301067	O14686	MLL4	False	True
ENSP00000301068	Q8TAI7	RHEBL1	False	True
ENSP00000301071	Q71U36	TUBA1A	True	True
ENSP00000301071	Q71U36	TUBA3	True	True
ENSP00000301072	Q9BQE3	TUBA1C	False	True
ENSP00000301072	Q9BQE3	TUBA6	False	True
ENSP00000301141	P11509	CYP2A6	False	True
ENSP00000301141	P11509	CYP2A3	False	True
ENSP00000301146	P20853	CYP2A7	False	True
ENSP00000301149	P21695	GPD1	True	True
ENSP00000301159	Q96GY3	LIN37	False	True
ENSP00000301159	Q96GY3	MSTP064	False	True
ENSP00000301175	Q9UF12	PRODH2	False	True
ENSP00000301175	Q9UF12	HSPOX1	False	True
ENSP00000301175	Q9UF12	HYPDH	False	True
ENSP00000301178	P30530	AXL	True	True
ENSP00000301178	P30530	UFO	True	True
ENSP00000301180	Q9P265	DIP2B	False	True
ENSP00000301180	Q9P265	KIAA1463	False	True
ENSP00000301190	Q7Z3H0	ANKRD33	False	True
ENSP00000301190	Q7Z3H0	C12orf7	False	True
ENSP00000301190	Q7Z3H0	PANKY	False	True
ENSP00000301200	Q6NZY7	CDC42EP5	False	True
ENSP00000301200	Q6NZY7	BORG3	False	True
ENSP00000301200	Q6NZY7	CEP5	False	True
ENSP00000301202	Q6ISS4	LAIR2	False	True
ENSP00000301202	Q6ISS4	CD306	False	True
ENSP00000301204	Q8NBT3	TMEM145	False	False
ENSP00000301215	Q8TF50	ZNF526	False	True
ENSP00000301215	Q8TF50	KIAA1951	False	True
ENSP00000301242	Q96A00	PPP1R14A	False	True
ENSP00000301242	Q96A00	CPI17	False	True
ENSP00000301242	Q96A00	PPP1INL	False	True
ENSP00000301244	O43291	SPINT2	False	True
ENSP00000301244	O43291	HAI2	False	True
ENSP00000301244	O43291	KOP	False	True
ENSP00000301246	Q9GZP8	IMUP	False	True
ENSP00000301246	Q9GZP8	C19orf33	False	True
ENSP00000301258	O43653	PSCA	False	True
ENSP00000301258	O43653	UNQ206/PRO232	False	True
ENSP00000301263	Q14210	LY6D	False	True
ENSP00000301263	Q14210	E48	False	True
ENSP00000301272	Q96BF3	TMIGD2	False	True
ENSP00000301272	Q96BF3	CD28H	False	True
ENSP00000301272	Q96BF3	IGPR1	False	True
ENSP00000301272	Q96BF3	UNQ3059/PRO9879	False	True
ENSP00000301280	Q13111	CHAF1A	False	True
ENSP00000301280	Q13111	CAF	False	True
ENSP00000301280	Q13111	CAF1P150	False	True
ENSP00000301281	Q9BZV1	UBXN6	False	True
ENSP00000301281	Q9BZV1	UBXD1	False	True
ENSP00000301281	Q9BZV1	UBXDC2	False	True
ENSP00000301286	Q96Q06	PLIN4	False	False
ENSP00000301286	Q96Q06	KIAA1881	False	False
ENSP00000301295	Q96MN2	NLRP4	False	True
ENSP00000301295	Q96MN2	NALP4	False	True
ENSP00000301295	Q96MN2	PAN2	False	True
ENSP00000301295	Q96MN2	PYPAF4	False	True
ENSP00000301295	Q96MN2	RNH2	False	True
ENSP00000301305	Q6P5W5	SLC39A4	False	True
ENSP00000301305	Q6P5W5	ZIP4	False	True
ENSP00000301310	Q96NG8	ZNF582	False	True
ENSP00000301318	Q8NHY6	ZFP28	False	False
ENSP00000301318	Q8NHY6	KIAA1431	False	False
ENSP00000301327	Q96ES6	MFSD3	False	True
ENSP00000301332	Q96AC6	KIFC2	False	True
ENSP00000301336	Q96NA2	RILP	False	True
ENSP00000301336	Q96NA2	PP10141	False	True
ENSP00000301364	Q2NL82	TSR1	False	True
ENSP00000301364	Q2NL82	KIAA1401	False	True
ENSP00000301365	Q8NET8	TRPV3	True	True
ENSP00000301391	Q8WUJ1	CYB5D2	False	True
ENSP00000301396	Q8IZL8	PELP1	False	True
ENSP00000301396	Q8IZL8	HMX3	False	True
ENSP00000301396	Q8IZL8	MNAR	False	True
ENSP00000301399	Q9BSK1	ZNF577	False	True
ENSP00000301407	K7ELM3	CGB1	False	False
ENSP00000301408	P0DN86	CGB3	False	True
ENSP00000301408	P0DN86	CGB5	False	True
ENSP00000301408	P0DN86	CGB8	False	True
ENSP00000301408	P0DN86	CGB	False	True
ENSP00000301420	P06870	KLK1	True	True
ENSP00000301452	Q8TDN7	ACER1	False	True
ENSP00000301452	Q8TDN7	ASAH3	False	True
ENSP00000301454	Q9BV35	SLC25A23	False	True
ENSP00000301454	Q9BV35	APC2	False	True
ENSP00000301454	Q9BV35	MCSC2	False	True
ENSP00000301454	Q9BV35	SCAMC3	False	True
ENSP00000301455	Q9BY76	ANGPTL4	False	True
ENSP00000301455	Q9BY76	ARP4	False	True
ENSP00000301455	Q9BY76	HFARP	False	True
ENSP00000301455	Q9BY76	PGAR	False	True
ENSP00000301455	Q9BY76	PP1158	False	True
ENSP00000301455	Q9BY76	PSEC0166	False	True
ENSP00000301455	Q9BY76	UNQ171/PRO197	False	True
ENSP00000301457	O95182	NDUFA7	False	True
ENSP00000301458	Q9NPF0	CD320	False	True
ENSP00000301458	Q9NPF0	8D6A	False	True
ENSP00000301458	Q9NPF0	UNQ198/PRO224	False	True
ENSP00000301459	Q8IZ40	RCOR2	False	True
ENSP00000301463	Q8NCJ5	SPRYD3	False	True
ENSP00000301464	P24592	IGFBP6	False	True
ENSP00000301464	P24592	IBP6	False	True
ENSP00000301466	O75908	SOAT2	True	True
ENSP00000301466	O75908	ACACT2	True	True
ENSP00000301466	O75908	ACAT2	True	True
ENSP00000301480	Q96MR9	ZNF560	False	True
ENSP00000301488	O75956	CDK2AP2	False	True
ENSP00000301488	O75956	DOC1R	False	True
ENSP00000301522	P32119	PRDX2	False	True
ENSP00000301522	P32119	NKEFB	False	True
ENSP00000301522	P32119	TDPX1	False	True
ENSP00000301529	Q8NGG0	OR8J3	False	False
ENSP00000301532	Q13606	OR5I1	False	False
ENSP00000301532	Q13606	OLF1	False	False
ENSP00000301547	Q9Y2A4	ZNF443	False	True
ENSP00000301585	Q14197	MRPL58	False	True
ENSP00000301585	Q14197	DS1	False	True
ENSP00000301585	Q14197	ICT1	False	True
ENSP00000301587	O75947	ATP5PD	False	True
ENSP00000301587	O75947	ATP5H	False	True
ENSP00000301587	O75947	My032	False	True
ENSP00000301599	Q6PEY1	TMEM88	False	True
ENSP00000301599	Q6PEY1	TMEM88A	False	True
ENSP00000301607	Q92817	EVPL	False	True
ENSP00000301633	H3BLT4	BIRC5	False	False
ENSP00000301634	P04183	TK1	False	True
ENSP00000301645	P22680	CYP7A1	False	True
ENSP00000301645	P22680	CYP7	False	True
ENSP00000301653	P08779	KRT16	False	True
ENSP00000301653	P08779	KRT16A	False	True
ENSP00000301656	Q7Z3Y8	KRT27	False	False
ENSP00000301656	Q7Z3Y8	KRT25C	False	False
ENSP00000301659	Q96QA5	GSDMA	False	True
ENSP00000301659	Q96QA5	GSDM	False	True
ENSP00000301659	Q96QA5	GSDM1	False	True
ENSP00000301659	Q96QA5	FKSG9	False	True
ENSP00000301671	Q8N2G8	GHDC	False	False
ENSP00000301671	Q8N2G8	D11LGP1E	False	False
ENSP00000301671	Q8N2G8	LGP1	False	False
ENSP00000301691	Q9BQB4	SOST	True	True
ENSP00000301691	Q9BQB4	UNQ2976/PRO7455/PRO7476	True	True
ENSP00000301698	Q96S07	PRR25	False	False
ENSP00000301698	Q96S07	gs64	False	False
ENSP00000301712	Q9H9P5	UNKL	False	True
ENSP00000301712	Q9H9P5	C16orf28	False	True
ENSP00000301712	Q9H9P5	ZC3H5L	False	True
ENSP00000301712	Q9H9P5	ZC3HDC5L	False	True
ENSP00000301727	Q66K89	E4F1	False	True
ENSP00000301727	Q66K89	E4F	False	True
ENSP00000301729	P42126	ECI1	False	True
ENSP00000301729	P42126	DCI	False	True
ENSP00000301732	Q99758	ABCA3	False	True
ENSP00000301732	Q99758	ABC3	False	True
ENSP00000301738	Q9NXV2	KCTD5	False	True
ENSP00000301740	Q9UQ35	SRRM2	False	True
ENSP00000301740	Q9UQ35	KIAA0324	False	True
ENSP00000301740	Q9UQ35	SRL300	False	True
ENSP00000301740	Q9UQ35	SRM300	False	True
ENSP00000301740	Q9UQ35	HSPC075	False	True
ENSP00000301744	Q96LX8	ZNF597	False	False
ENSP00000301761	Q9NX18	SDHAF2	False	True
ENSP00000301761	Q9NX18	C11orf79	False	True
ENSP00000301761	Q9NX18	PGL2	False	True
ENSP00000301761	Q9NX18	SDH5	False	True
ENSP00000301764	Q16531	DDB1	False	True
ENSP00000301764	Q16531	XAP1	False	True
ENSP00000301765	A5D8V6	VPS37C	False	True
ENSP00000301765	A5D8V6	PML39	False	True
ENSP00000301785	Q1KMD3	HNRNPUL2	False	True
ENSP00000301785	Q1KMD3	HNRPUL2	False	True
ENSP00000301788	P62487	POLR2G	False	True
ENSP00000301788	P62487	RPB7	False	True
ENSP00000301790	Q96KN8	PLAAT5	False	False
ENSP00000301790	Q96KN8	HRASLS5	False	False
ENSP00000301790	Q96KN8	HRLP5	False	False
ENSP00000301825	O75355	ENTPD3	False	True
ENSP00000301825	O75355	CD39L3	False	True
ENSP00000301831	Q96C45	ULK4	False	True
ENSP00000301838	Q13158	FADD	False	True
ENSP00000301838	Q13158	MORT1	False	True
ENSP00000301838	Q13158	GIG3	False	True
ENSP00000301873	Q9NS15	LTBP3	False	True
ENSP00000301887	Q8N1L9	BATF2	False	True
ENSP00000301891	Q9NSA0	SLC22A11	True	True
ENSP00000301891	Q9NSA0	OAT4	True	True
ENSP00000301896	H0YEC1	MAJIN	False	False
ENSP00000301904	Q6AZY7	SCARA3	False	True
ENSP00000301904	Q6AZY7	CSR	False	True
ENSP00000301908	Q13519	PNOC	False	True
ENSP00000301908	Q13519	OFQ	False	True
ENSP00000301917	O00155	GPR25	False	True
ENSP00000301921	Q9BT81	SOX7	False	True
ENSP00000301924	Q9UPQ4	TRIM35	False	True
ENSP00000301924	Q9UPQ4	HLS5	False	True
ENSP00000301924	Q9UPQ4	KIAA1098	False	True
ENSP00000301939	Q8N2U0	TMEM256	False	True
ENSP00000301939	Q8N2U0	C17orf61	False	True
ENSP00000301945	Q9H6X2	ANTXR1	False	True
ENSP00000301945	Q9H6X2	ATR	False	True
ENSP00000301945	Q9H6X2	TEM8	False	True
ENSP00000301956	Q08AH1	ACSM1	False	True
ENSP00000301956	Q08AH1	BUCS1	False	True
ENSP00000301956	Q08AH1	LAE	False	True
ENSP00000301956	Q08AH1	MACS1	False	True
ENSP00000301962	Q9H9J4	USP42	False	True
ENSP00000301972	Q8NFW9	MYRIP	False	True
ENSP00000301972	Q8NFW9	SLAC2C	False	True
ENSP00000302037	Q9GZY8	MFF	False	True
ENSP00000302037	Q9GZY8	C2orf33	False	True
ENSP00000302037	Q9GZY8	AD030	False	True
ENSP00000302037	Q9GZY8	AD033	False	True
ENSP00000302037	Q9GZY8	GL004	False	True
ENSP00000302046	Q93091	RNASE6	False	True
ENSP00000302046	Q93091	RNS6	False	True
ENSP00000302051	O95672	ECEL1	False	True
ENSP00000302051	O95672	XCE	False	True
ENSP00000302051	O95672	UNQ2431/PRO4991	False	True
ENSP00000302057	Q8NGC0	OR5AU1	False	False
ENSP00000302079	Q16581	C3AR1	False	True
ENSP00000302079	Q16581	AZ3B	False	True
ENSP00000302079	Q16581	C3R1	False	True
ENSP00000302079	Q16581	HNFAG09	False	True
ENSP00000302100	P56470	LGALS4	False	True
ENSP00000302105	P11844	CRYGA	False	True
ENSP00000302105	P11844	CRYG1	False	True
ENSP00000302108	Q8TE04	PANK1	False	True
ENSP00000302108	Q8TE04	PANK	False	True
ENSP00000302111	P16455	MGMT	True	True
ENSP00000302114	Q9Y255	PRELID1	False	True
ENSP00000302114	Q9Y255	PRELI	False	True
ENSP00000302114	Q9Y255	CGI-106	False	True
ENSP00000302114	Q9Y255	SBBI12	False	True
ENSP00000302120	Q9BZR9	TRIM8	False	True
ENSP00000302120	Q9BZR9	GERP	False	True
ENSP00000302120	Q9BZR9	RNF27	False	True
ENSP00000302144	Q6P9G4	TMEM154	False	True
ENSP00000302150	P01236	PRL	False	True
ENSP00000302160	P62310	LSM3	False	True
ENSP00000302160	P62310	MDS017	False	True
ENSP00000302177	Q6ZWT7	MBOAT2	False	True
ENSP00000302177	Q6ZWT7	LPCAT4	False	True
ENSP00000302177	Q6ZWT7	OACT2	False	True
